price,year,condition,cylinders,fuel,odometer,transmission,size,type
12900,2016,excellent,4 cylinders,gas,81330,automatic,mid-size,sedan
12900,2015,excellent,4 cylinders,gas,36396,automatic,mid-size,sedan
11500,2015,excellent,4 cylinders,gas,78462,automatic,mid-size,sedan
2900,2010,good,4 cylinders,gas,190,automatic,full-size,wagon
7200,2015,excellent,4 cylinders,gas,80000,automatic,compact,sedan
5500,2011,excellent,6 cylinders,gas,12500,automatic,mid-size,sedan
5500,2010,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
4000,2014,like new,4 cylinders,gas,53231,automatic,full-size,sedan
13495,2012,excellent,4 cylinders,gas,88851,automatic,mid-size,sedan
5400,2011,excellent,4 cylinders,gas,103,automatic,mid-size,sedan
14000,2014,excellent,6 cylinders,gas,78000,automatic,compact,coupe
3000,2013,like new,6 cylinders,gas,95548,automatic,full-size,sedan
9000,2011,good,4 cylinders,gas,85000,manual,compact,coupe
8900,2016,good,4 cylinders,gas,99665,automatic,mid-size,sedan
6400,2015,excellent,4 cylinders,gas,65500,automatic,full-size,sedan
15495,2012,like new,6 cylinders,gas,92072,automatic,full-size,sedan
8995,2011,excellent,4 cylinders,gas,96003,automatic,mid-size,sedan
13950,2017,excellent,6 cylinders,gas,37882,automatic,mid-size,sedan
15400,2019,like new,4 cylinders,gas,14850,automatic,mid-size,sedan
11999,2013,like new,4 cylinders,gas,62561,automatic,full-size,sedan
4200,2008,good,4 cylinders,gas,78792,manual,mid-size,sedan
9900,2016,good,4 cylinders,gas,69766,automatic,full-size,sedan
1279,2016,excellent,4 cylinders,gas,53500,automatic,full-size,sedan
31995,2020,like new,6 cylinders,gas,10234,automatic,compact,coupe
8495,2013,excellent,4 cylinders,gas,85843,automatic,compact,sedan
25000,2017,like new,4 cylinders,gas,18000,automatic,compact,hatchback
12550,2015,like new,6 cylinders,gas,95000,automatic,mid-size,sedan
9995,2011,like new,6 cylinders,gas,92079,automatic,mid-size,sedan
16988,2017,like new,4 cylinders,gas,32600,automatic,full-size,sedan
15450,2014,excellent,4 cylinders,gas,89000,automatic,compact,sedan
14500,2009,excellent,6 cylinders,gas,84000,automatic,full-size,sedan
29900,2018,like new,6 cylinders,gas,30419,automatic,mid-size,hatchback
10995,2016,good,4 cylinders,gas,85600,automatic,compact,sedan
15000,2016,like new,4 cylinders,gas,14000,automatic,compact,coupe
10200,2017,excellent,4 cylinders,gas,51000,automatic,compact,sedan
7500,2011,good,4 cylinders,gas,48937,automatic,mid-size,coupe
11500,2013,good,6 cylinders,gas,80000,automatic,full-size,sedan
24000,2013,excellent,6 cylinders,gas,57000,automatic,compact,coupe
9800,2013,excellent,4 cylinders,gas,72000,automatic,mid-size,coupe
25000,2016,excellent,6 cylinders,gas,60000,automatic,full-size,sedan
8199,2015,excellent,4 cylinders,gas,58500,automatic,full-size,sedan
8500,2011,excellent,6 cylinders,gas,65000,automatic,mid-size,sedan
11125,2017,like new,4 cylinders,gas,51512,manual,mid-size,sedan
9988,2014,good,4 cylinders,gas,36374,automatic,full-size,sedan
5000,2013,good,4 cylinders,gas,99700,automatic,compact,hatchback
8900,2008,excellent,6 cylinders,gas,92000,automatic,full-size,sedan
15000,2015,excellent,4 cylinders,gas,89450,automatic,full-size,sedan
9850,2012,excellent,4 cylinders,gas,98222,automatic,mid-size,sedan
975,2001,good,6 cylinders,gas,286,automatic,mid-size,sedan
24500,2018,excellent,4 cylinders,gas,24500,automatic,full-size,sedan
12900,2017,excellent,4 cylinders,gas,68300,automatic,mid-size,sedan
7950,2012,excellent,4 cylinders,gas,78445,automatic,mid-size,sedan
10200,2017,excellent,4 cylinders,gas,0,automatic,mid-size,sedan
8999,2015,excellent,4 cylinders,gas,75000,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
5850,2004,excellent,6 cylinders,gas,51452,automatic,mid-size,coupe
6900,2008,excellent,6 cylinders,gas,88000,automatic,sub-compact,coupe
8900,2015,excellent,4 cylinders,gas,63930,automatic,mid-size,sedan
12900,2017,excellent,4 cylinders,gas,54000,manual,mid-size,sedan
12480,2016,excellent,4 cylinders,gas,87260,automatic,mid-size,sedan
19977,2012,excellent,6 cylinders,gas,57530,automatic,sub-compact,coupe
19500,2013,like new,6 cylinders,gas,66000,automatic,full-size,sedan
10995,2011,good,6 cylinders,gas,70200,automatic,full-size,sedan
7900,2013,good,4 cylinders,gas,82439,automatic,sub-compact,sedan
9995,2014,good,4 cylinders,gas,40464,automatic,compact,sedan
11995,2018,good,4 cylinders,gas,20093,automatic,compact,sedan
16995,2015,excellent,4 cylinders,diesel,54148,automatic,mid-size,sedan
5990,2008,excellent,4 cylinders,gas,73058,automatic,compact,coupe
18995,2014,excellent,6 cylinders,gas,98889,automatic,full-size,sedan
4995,2007,like new,4 cylinders,gas,90620,automatic,compact,sedan
1,2015,excellent,4 cylinders,gas,41400,automatic,compact,hatchback
6999,2014,excellent,4 cylinders,gas,59817,manual,compact,hatchback
12500,2016,like new,4 cylinders,gas,89000,automatic,full-size,sedan
15999,2017,excellent,4 cylinders,gas,86390,automatic,mid-size,wagon
11500,2011,excellent,6 cylinders,gas,99186,automatic,mid-size,coupe
9500,2013,excellent,4 cylinders,gas,141,automatic,full-size,wagon
4200,2009,good,4 cylinders,gas,86500,automatic,compact,hatchback
9800,2010,like new,6 cylinders,gas,71000,automatic,full-size,sedan
10200,2015,excellent,4 cylinders,gas,79900,automatic,full-size,sedan
10500,2015,good,4 cylinders,gas,78211,automatic,compact,sedan
19995,2016,like new,6 cylinders,gas,41000,automatic,full-size,sedan
16500,2015,excellent,4 cylinders,diesel,29750,manual,full-size,wagon
8725,2010,excellent,4 cylinders,gas,89308,automatic,mid-size,sedan
14500,2017,excellent,4 cylinders,gas,156,automatic,compact,sedan
16000,2020,excellent,4 cylinders,gas,9000,automatic,mid-size,sedan
21500,2014,excellent,6 cylinders,gas,35000,automatic,mid-size,coupe
12700,2018,new,4 cylinders,gas,38000,automatic,full-size,sedan
3999,2005,excellent,6 cylinders,gas,68000,automatic,full-size,sedan
12995,2013,excellent,4 cylinders,diesel,94734,automatic,mid-size,sedan
10995,2008,good,4 cylinders,gas,82917,manual,mid-size,coupe
6900,2009,like new,4 cylinders,gas,92186,automatic,full-size,sedan
6990,2015,excellent,4 cylinders,gas,39000,automatic,compact,sedan
11500,2011,excellent,6 cylinders,gas,99186,automatic,mid-size,coupe
7950,2013,excellent,4 cylinders,gas,69600,automatic,mid-size,sedan
5850,2004,excellent,4 cylinders,gas,81000,automatic,compact,coupe
12500,2012,like new,4 cylinders,gas,42000,automatic,full-size,sedan
7000,2016,like new,4 cylinders,gas,77,automatic,compact,sedan
6800,2015,like new,4 cylinders,gas,85,automatic,compact,sedan
8200,2020,new,4 cylinders,gas,2,automatic,mid-size,hatchback
3900,2004,good,6 cylinders,gas,87000,automatic,full-size,sedan
7800,2017,like new,4 cylinders,gas,59,automatic,compact,hatchback
6500,2017,like new,4 cylinders,gas,85,automatic,compact,sedan
24900,2019,like new,6 cylinders,gas,32000,automatic,full-size,sedan
11500,2016,like new,6 cylinders,gas,64000,automatic,mid-size,sedan
9527,2008,excellent,6 cylinders,gas,96300,automatic,mid-size,sedan
17000,2018,like new,4 cylinders,gas,39658,automatic,compact,sedan
19995,2016,excellent,6 cylinders,gas,46363,automatic,full-size,sedan
22500,2017,excellent,6 cylinders,gas,53000,automatic,full-size,sedan
4700,2010,excellent,6 cylinders,gas,56,automatic,compact,sedan
4000,2013,excellent,4 cylinders,gas,70000,automatic,compact,sedan
3900,2010,excellent,4 cylinders,gas,66000,automatic,compact,hatchback
8000,2012,good,4 cylinders,gas,84000,automatic,mid-size,sedan
7500,2017,like new,4 cylinders,gas,50,automatic,compact,sedan
15600,2018,excellent,4 cylinders,gas,31230,automatic,mid-size,sedan
7995,2014,excellent,4 cylinders,gas,85124,automatic,compact,hatchback
10995,2015,excellent,4 cylinders,gas,91000,automatic,full-size,sedan
9000,2015,excellent,4 cylinders,gas,81826,automatic,mid-size,sedan
10995,2014,excellent,4 cylinders,gas,45944,automatic,full-size,sedan
5999,2012,excellent,4 cylinders,gas,79000,manual,mid-size,sedan
16395,2014,excellent,6 cylinders,gas,76916,automatic,full-size,sedan
8450,2014,excellent,4 cylinders,gas,84521,automatic,mid-size,sedan
19875,2017,excellent,6 cylinders,gas,28,automatic,full-size,sedan
11900,2018,excellent,4 cylinders,gas,65000,automatic,compact,hatchback
9999,2017,like new,4 cylinders,gas,29000,automatic,compact,sedan
4950,2012,good,4 cylinders,gas,88000,manual,sub-compact,hatchback
6800,2011,excellent,4 cylinders,gas,82300,automatic,full-size,sedan
3995,2011,excellent,4 cylinders,gas,98956,automatic,compact,sedan
3995,2003,good,4 cylinders,gas,48000,automatic,mid-size,sedan
10500,2012,excellent,4 cylinders,gas,90567,automatic,full-size,sedan
12500,2019,good,4 cylinders,gas,22567,automatic,mid-size,hatchback
23500,2018,excellent,4 cylinders,gas,25725,manual,compact,hatchback
3450,2005,excellent,4 cylinders,gas,97117,automatic,compact,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
13995,2013,like new,4 cylinders,gas,40066,manual,mid-size,sedan
3995,2005,fair,4 cylinders,gas,70000,automatic,compact,sedan
6900,2011,excellent,4 cylinders,gas,147,automatic,mid-size,sedan
4995,2011,excellent,4 cylinders,gas,96090,automatic,sub-compact,sedan
9995,2015,like new,4 cylinders,gas,72674,automatic,mid-size,hatchback
6700,2012,excellent,4 cylinders,gas,76387,manual,compact,sedan
11995,2017,like new,4 cylinders,gas,20193,manual,mid-size,sedan
12995,2013,like new,6 cylinders,gas,89700,automatic,full-size,sedan
8499,2017,good,4 cylinders,gas,84222,automatic,mid-size,sedan
250,2009,good,4 cylinders,gas,83786,automatic,sub-compact,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
250,2015,good,4 cylinders,gas,81600,automatic,compact,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
9225,2013,excellent,6 cylinders,gas,55716,automatic,full-size,sedan
125,2014,fair,4 cylinders,gas,125,automatic,compact,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
6995,2009,excellent,4 cylinders,gas,84998,automatic,compact,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
175,2018,new,4 cylinders,gas,11104,automatic,full-size,sedan
12995,2018,like new,4 cylinders,gas,27751,automatic,mid-size,sedan
12995,2018,like new,4 cylinders,gas,30557,automatic,mid-size,hatchback
13995,2015,excellent,4 cylinders,diesel,64489,automatic,full-size,sedan
13995,2013,like new,4 cylinders,gas,40066,manual,mid-size,sedan
5500,2007,excellent,4 cylinders,gas,93400,manual,compact,hatchback
8100,2011,excellent,4 cylinders,gas,60220,automatic,full-size,sedan
14995,2013,like new,4 cylinders,diesel,79125,automatic,full-size,sedan
14995,2014,like new,4 cylinders,gas,62960,automatic,full-size,sedan
6950,2012,like new,4 cylinders,gas,70199,automatic,compact,sedan
9500,2015,excellent,4 cylinders,gas,45000,automatic,compact,sedan
5000,2007,good,4 cylinders,gas,18000,automatic,mid-size,hatchback
17999,2018,excellent,4 cylinders,gas,34781,automatic,compact,sedan
7000,2011,excellent,6 cylinders,gas,68000,automatic,full-size,sedan
26500,2019,new,4 cylinders,gas,398,automatic,mid-size,sedan
8300,2010,excellent,4 cylinders,gas,96000,automatic,compact,coupe
17500,2017,excellent,4 cylinders,gas,61600,automatic,mid-size,sedan
7500,2005,excellent,4 cylinders,gas,67900,automatic,compact,sedan
26199,2017,like new,6 cylinders,gas,55000,automatic,full-size,sedan
15000,2014,excellent,4 cylinders,gas,67000,automatic,mid-size,sedan
995,2002,fair,4 cylinders,gas,12600,manual,mid-size,wagon
30689,2020,like new,4 cylinders,gas,1700,automatic,mid-size,sedan
7999,2015,good,4 cylinders,gas,99664,automatic,full-size,sedan
7950,2012,excellent,4 cylinders,gas,78445,automatic,mid-size,sedan
8999,2015,excellent,4 cylinders,gas,75000,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
6900,2015,good,4 cylinders,gas,93222,automatic,mid-size,sedan
6395,2011,excellent,4 cylinders,gas,79000,manual,full-size,sedan
6995,2014,like new,4 cylinders,gas,90000,automatic,full-size,hatchback
7995,2012,like new,4 cylinders,gas,66000,automatic,full-size,sedan
10900,2017,like new,4 cylinders,gas,21000,automatic,full-size,sedan
5500,2009,good,6 cylinders,gas,93417,automatic,full-size,sedan
999,2002,excellent,4 cylinders,gas,96173,automatic,mid-size,sedan
10499,2016,like new,4 cylinders,gas,73210,automatic,full-size,sedan
1900,2017,good,4 cylinders,gas,14000,automatic,full-size,sedan
1800,2010,fair,4 cylinders,gas,15600,automatic,full-size,sedan
16000,2015,excellent,4 cylinders,diesel,51000,automatic,mid-size,sedan
12999,2012,excellent,4 cylinders,gas,66045,manual,compact,hatchback
7950,2012,excellent,4 cylinders,gas,78445,automatic,mid-size,sedan
12300,2013,like new,4 cylinders,gas,37879,manual,compact,hatchback
10200,2017,excellent,4 cylinders,gas,0,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
8000,2014,excellent,4 cylinders,gas,56853,automatic,mid-size,sedan
6000,2014,good,4 cylinders,gas,90000,automatic,compact,sedan
21500,2017,like new,4 cylinders,gas,6000,automatic,mid-size,sedan
9900,2016,like new,4 cylinders,gas,68061,automatic,mid-size,sedan
6395,2006,excellent,4 cylinders,gas,91400,automatic,mid-size,sedan
3200,2009,good,4 cylinders,gas,79500,automatic,compact,hatchback
16995,2018,excellent,4 cylinders,gas,13255,manual,compact,sedan
9499,2016,excellent,4 cylinders,gas,97900,automatic,full-size,sedan
7439,2009,good,4 cylinders,gas,95426,automatic,mid-size,coupe
3990,2011,good,4 cylinders,gas,93302,automatic,compact,hatchback
1000,2010,like new,6 cylinders,gas,83460,automatic,full-size,sedan
12900,2014,like new,6 cylinders,gas,19985,automatic,full-size,sedan
8950,2004,excellent,6 cylinders,gas,87323,automatic,full-size,coupe
21995,2018,like new,4 cylinders,gas,29738,automatic,full-size,hatchback
10500,2010,good,4 cylinders,gas,72800,automatic,mid-size,sedan
22210,2019,new,4 cylinders,gas,30,manual,compact,hatchback
11999,2015,excellent,6 cylinders,gas,65265,automatic,full-size,sedan
29000,2010,like new,6 cylinders,gas,71651,manual,compact,coupe
6900,2008,excellent,6 cylinders,gas,74000,automatic,compact,coupe
10900,2014,excellent,4 cylinders,gas,77300,manual,compact,sedan
8400,2012,excellent,4 cylinders,gas,72000,automatic,mid-size,sedan
7995,2013,excellent,4 cylinders,gas,82108,automatic,compact,sedan
7999,2018,excellent,4 cylinders,gas,48000,automatic,full-size,sedan
12900,2015,excellent,4 cylinders,gas,58200,automatic,compact,sedan
4200,2005,excellent,4 cylinders,gas,82000,automatic,compact,sedan
8500,2009,excellent,4 cylinders,gas,96140,automatic,full-size,sedan
6200,2009,good,6 cylinders,gas,79500,automatic,mid-size,sedan
10995,2016,excellent,4 cylinders,gas,56084,automatic,mid-size,sedan
10995,2011,excellent,4 cylinders,diesel,64287,automatic,full-size,wagon
7900,2012,good,4 cylinders,gas,59158,automatic,compact,sedan
2900,2011,good,4 cylinders,gas,71,manual,mid-size,sedan
11900,2018,excellent,4 cylinders,gas,55000,automatic,full-size,sedan
10500,2012,excellent,4 cylinders,gas,68670,manual,compact,hatchback
15500,2013,good,6 cylinders,gas,90500,automatic,full-size,sedan
24995,2015,like new,4 cylinders,gas,33786,automatic,full-size,sedan
13000,2014,like new,4 cylinders,gas,8600,automatic,full-size,sedan
18000,2017,excellent,4 cylinders,gas,68960,automatic,compact,hatchback
17999,2018,like new,4 cylinders,gas,10250,automatic,mid-size,sedan
6500,2017,excellent,4 cylinders,gas,58150,automatic,full-size,hatchback
2250,2006,good,4 cylinders,gas,68793,automatic,compact,hatchback
13495,2015,excellent,4 cylinders,gas,97517,automatic,full-size,sedan
20000,2015,excellent,6 cylinders,gas,58000,automatic,full-size,sedan
10000,2012,good,4 cylinders,gas,98000,manual,compact,sedan
11995,2016,excellent,4 cylinders,gas,85744,automatic,compact,sedan
19999,2014,excellent,6 cylinders,gas,80000,automatic,full-size,sedan
4500,2007,excellent,4 cylinders,gas,97400,automatic,mid-size,sedan
13900,2016,like new,6 cylinders,gas,88545,automatic,mid-size,sedan
16988,2017,like new,4 cylinders,gas,32600,automatic,full-size,sedan
7800,2013,excellent,4 cylinders,gas,56000,automatic,mid-size,hatchback
9200,2015,excellent,4 cylinders,gas,80000,automatic,compact,sedan
12950,2016,excellent,4 cylinders,gas,22097,automatic,compact,sedan
29900,2020,like new,6 cylinders,gas,1300,automatic,mid-size,coupe
12000,2017,like new,4 cylinders,gas,81333,automatic,full-size,sedan
7000,2013,excellent,4 cylinders,gas,86569,automatic,compact,wagon
16495,2015,good,4 cylinders,gas,49818,manual,mid-size,coupe
33000,2018,like new,4 cylinders,gas,18900,automatic,full-size,sedan
10000,2016,good,4 cylinders,gas,23000,automatic,full-size,sedan
15000,2020,like new,4 cylinders,gas,4000,automatic,compact,sedan
2000,2015,like new,4 cylinders,gas,40416,automatic,mid-size,sedan
12788,2015,good,4 cylinders,gas,91050,automatic,mid-size,coupe
12000,2015,excellent,4 cylinders,gas,42090,automatic,compact,hatchback
18850,2014,excellent,6 cylinders,gas,55259,automatic,full-size,sedan
6500,2006,like new,6 cylinders,gas,92297,automatic,full-size,sedan
3900,2007,good,4 cylinders,gas,0,automatic,mid-size,coupe
2900,2005,good,4 cylinders,gas,0,automatic,mid-size,coupe
12200,2016,excellent,4 cylinders,gas,75000,automatic,full-size,sedan
8700,2011,excellent,4 cylinders,gas,99860,automatic,mid-size,sedan
1500,2006,excellent,4 cylinders,gas,130,manual,mid-size,sedan
3995,2003,good,4 cylinders,gas,48000,automatic,mid-size,sedan
3995,2005,fair,4 cylinders,gas,70000,automatic,compact,sedan
10495,2015,excellent,6 cylinders,gas,70897,automatic,full-size,sedan
2200,2001,good,4 cylinders,gas,155,manual,compact,hatchback
8995,2010,excellent,4 cylinders,gas,83316,automatic,mid-size,coupe
5995,2007,good,4 cylinders,gas,57000,automatic,compact,hatchback
4995,2001,fair,6 cylinders,gas,56000,automatic,full-size,sedan
10250,2018,excellent,4 cylinders,gas,16000,automatic,compact,sedan
13995,2013,excellent,4 cylinders,gas,70000,automatic,full-size,sedan
8495,2016,excellent,4 cylinders,gas,78000,automatic,compact,hatchback
11200,2016,excellent,4 cylinders,gas,61400,automatic,compact,sedan
22995,2017,like new,4 cylinders,gas,28846,automatic,compact,wagon
11995,2013,good,4 cylinders,diesel,55977,automatic,mid-size,sedan
